CustomerID,Count,Country,State,City,Lat Long,Latitude,Longitude,Gender,Senior Citizen,Partner,Dependents,Tenure Months,Phone Service,Multiple Lines,Internet Service,Online Security,Online Backup,Device Protection,Tech Support,Streaming TV,Streaming Movies,Contract,Paperless Billing,Payment Method,Monthly Charges,Total Charges,Churn Label,Churn Value,Churn Score,CLTV,Churn Reason,State_freq,City_freq,Z_Score,Avg Monthly Spend,Churn Risk Category,Lifetime Revenue
3552-CTCYF,1,United States,California,San Bernardino,"34.122501, -117.320138",34.122501,-117.320138,Male,No,Yes,Yes,63,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),104.8,6597.25,No,0,20,4046,Don't know,7043,28,,104.71825396825396,Low,6597.25
6778-YSNIH,1,United States,California,Riverside,"33.994676, -117.372498",33.994676,-117.372498,Female,No,No,No,2,Yes,No,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,59.0,114.15,No,0,33,5810,Don't know,7043,32,,57.075,Low,114.15
5756-OZRIO,1,United States,California,Riverside,"33.9108, -117.398153",33.9108,-117.398153,Male,Yes,Yes,No,61,Yes,Yes,DSL,No,Yes,No,No,No,Yes,One year,No,Bank transfer (automatic),64.05,3902.6,No,0,29,4001,Don't know,7043,32,,63.97704918032787,Low,3902.6
6579-JPICP,1,United States,California,Riverside,"33.920907, -117.489426",33.920907,-117.489426,Male,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,20.4,20.4,No,0,46,2968,Don't know,7043,32,,20.4,Medium,20.4
4134-BSXLX,1,United States,California,Riverside,"33.976328, -117.319786",33.976328,-117.319786,Male,No,Yes,No,28,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Mailed check,60.9,1785.65,No,0,76,3851,Don't know,7043,32,,63.77321428571429,High,1785.65
0505-SPOOW,1,United States,California,Riverside,"33.885499, -117.324959",33.885499,-117.324959,Female,No,Yes,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.8,1397.65,No,0,30,4500,Don't know,7043,32,,19.966428571428573,Low,1397.65
4374-YMUSQ,1,United States,California,Lake Elsinore,"33.655421, -117.391751",33.655421,-117.391751,Male,No,No,No,34,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,One year,No,Credit card (automatic),116.25,3899.05,No,0,22,4022,Don't know,7043,8,,114.6779411764706,Low,3899.05
4513-CXYIX,1,United States,California,Lake Elsinore,"33.705836, -117.318204",33.705836,-117.318204,Female,Yes,Yes,No,71,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Credit card (automatic),80.7,5676.0,No,0,54,4583,Don't know,7043,8,,79.94366197183099,Medium,5676.0
3957-HHLMR,1,United States,California,Aguanga,"33.482243, -116.827173",33.482243,-116.827173,Female,No,Yes,No,70,Yes,Yes,DSL,Yes,No,No,No,No,Yes,One year,No,Bank transfer (automatic),65.2,4543.15,No,0,20,6316,Don't know,7043,4,,64.90214285714285,Low,4543.15
7803-XOCCZ,1,United States,California,Anza,"33.527605, -116.666551",33.527605,-116.666551,Female,No,Yes,Yes,52,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),84.05,4326.8,No,0,48,6099,Don't know,7043,4,,83.20769230769231,Medium,4326.8
5736-YEJAX,1,United States,California,Hemet,"33.739415, -116.968339",33.739415,-116.968339,Male,No,No,No,69,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,Yes,Credit card (automatic),79.45,5502.55,No,0,28,5189,Don't know,7043,12,,79.74710144927536,Low,5502.55
8981-FJGLA,1,United States,California,Hemet,"33.734933, -117.044145",33.734933,-117.044145,Male,No,No,Yes,11,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,78.0,851.8,No,0,23,4886,Don't know,7043,12,,77.43636363636364,Low,851.8
1135-LMECX,1,United States,California,Moreno Valley,"33.88274, -117.224878",33.88274,-117.224878,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.85,19.85,No,0,51,4905,Don't know,7043,16,,19.85,Medium,19.85
4332-MUOEZ,1,United States,California,Moreno Valley,"33.923149, -117.244933",33.923149,-117.244933,Male,Yes,Yes,No,20,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),94.3,1818.3,No,0,32,2574,Don't know,7043,16,,90.91499999999999,Low,1818.3
8535-SFUTN,1,United States,California,Moreno Valley,"33.907361, -117.109972",33.907361,-117.109972,Male,No,No,No,61,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,106.45,6300.15,No,0,65,4842,Don't know,7043,16,,103.2811475409836,Medium,6300.15
8677-HDZEE,1,United States,California,Mountain Center,"33.638645, -116.55783",33.638645,-116.55783,Female,No,No,No,56,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer (automatic),105.45,5916.95,No,0,55,4212,Don't know,7043,4,,105.65982142857142,Medium,5916.95
2475-MROZF,1,United States,California,Murrieta,"33.548869, -117.334165",33.548869,-117.334165,Male,No,No,No,30,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),95.0,2852.4,No,0,64,3597,Don't know,7043,8,,95.08,Medium,2852.4
3482-ABPKK,1,United States,California,Nuevo,"33.82769, -117.102244",33.82769,-117.102244,Female,No,No,No,28,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Mailed check,54.3,1546.3,No,0,30,5271,Don't know,7043,4,,55.225,Low,1546.3
6705-LXORM,1,United States,California,Perris,"33.787298, -117.320676",33.787298,-117.320676,Female,Yes,Yes,No,5,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.05,302.6,No,0,24,2064,Don't know,7043,8,,60.52,Low,302.6
7531-GQHME,1,United States,California,San Jacinto,"33.806708, -117.02007",33.806708,-117.02007,Male,No,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),20.05,265.45,No,0,56,4996,Don't know,7043,8,,22.120833333333334,Medium,265.45
5174-ITUMV,1,United States,California,San Jacinto,"33.796568, -116.924723",33.796568,-116.924723,Male,No,Yes,Yes,67,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,Yes,Electronic check,105.4,6989.45,No,0,45,5666,Don't know,7043,8,,104.32014925373134,Medium,6989.45
4109-CYRBD,1,United States,California,Menifee,"33.653338, -117.178271",33.653338,-117.178271,Male,Yes,Yes,No,29,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,51.6,1442.0,No,0,39,5495,Don't know,7043,4,,49.724137931034484,Low,1442.0
0913-XWSCN,1,United States,California,Sun City,"33.739412, -117.173334",33.739412,-117.173334,Male,No,Yes,Yes,55,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer (automatic),85.5,4713.4,No,0,20,6411,Don't know,7043,12,,85.69818181818181,Low,4713.4
0750-EBAIU,1,United States,California,Temecula,"33.475493, -117.219551",33.475493,-117.219551,Male,No,No,No,52,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Electronic check,91.25,4738.3,No,0,29,4770,Don't know,7043,12,,91.12115384615385,Low,4738.3
8606-CIQUL,1,United States,California,Temecula,"33.540604, -117.10909",33.540604,-117.10909,Male,Yes,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),115.75,8399.15,No,0,60,5168,Don't know,7043,12,,116.6548611111111,Medium,8399.15
3571-DPYUH,1,United States,California,Temecula,"33.507255, -117.029473",33.507255,-117.029473,Male,No,Yes,Yes,58,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,One year,Yes,Credit card (automatic),94.7,5430.35,No,0,49,5653,Don't know,7043,12,,93.62672413793103,Medium,5430.35
7601-GNDYK,1,United States,California,Wildomar,"33.617108, -117.253349",33.617108,-117.253349,Male,No,Yes,Yes,35,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,19.6,686.95,No,0,20,3764,Don't know,7043,4,,19.627142857142857,Low,686.95
0356-OBMAC,1,United States,California,Winchester,"33.657433, -117.04254",33.657433,-117.04254,Female,Yes,No,No,56,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No,Two year,Yes,Bank transfer (automatic),99.9,5706.3,No,0,45,5840,Don't know,7043,4,,101.89821428571429,Medium,5706.3
8067-NIOYM,1,United States,California,Irvine,"33.720359, -117.733655",33.720359,-117.733655,Female,No,Yes,Yes,24,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),21.1,490.65,No,0,46,4368,Don't know,7043,28,,20.443749999999998,Medium,490.65
1403-GYAFU,1,United States,California,Irvine,"33.688546, -117.788091",33.688546,-117.788091,Male,No,Yes,Yes,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),20.05,1360.25,No,0,64,4485,Don't know,7043,28,,19.432142857142857,Medium,1360.25
4234-XTNEA,1,United States,California,Irvine,"33.703976, -117.824172",33.703976,-117.824172,Male,No,No,No,2,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,79.95,174.45,No,0,44,5213,Don't know,7043,28,,87.225,Medium,174.45
1297-VQDRP,1,United States,California,Foothill Ranch,"33.698728, -117.67768",33.698728,-117.67768,Male,Yes,Yes,Yes,68,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card (automatic),107.15,7379.8,No,0,66,4324,Don't know,7043,4,,108.5264705882353,Medium,7379.8
5348-CAGXB,1,United States,California,Irvine,"33.680302, -117.833296",33.680302,-117.833296,Male,No,No,No,12,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,89.55,1021.75,No,0,79,2325,Don't know,7043,28,,85.14583333333333,High,1021.75
0621-HJWXJ,1,United States,California,Irvine,"33.667145, -117.732135",33.667145,-117.732135,Female,No,Yes,No,63,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),81.55,5029.05,No,0,41,4980,Don't know,7043,28,,79.82619047619048,Medium,5029.05
5844-QVTAT,1,United States,California,Irvine,"33.716136, -117.752574",33.716136,-117.752574,Female,No,Yes,No,33,Yes,No,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Mailed check,58.45,1955.4,No,0,21,4276,Don't know,7043,28,,59.25454545454546,Low,1955.4
8905-IAZPF,1,United States,California,Capistrano Beach,"33.458754, -117.665104",33.458754,-117.665104,Female,No,Yes,No,69,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Credit card (automatic),95.65,6744.2,No,0,45,5251,Don't know,7043,4,,97.74202898550725,Medium,6744.2
5394-MEITZ,1,United States,California,Corona Del Mar,"33.600987, -117.862734",33.600987,-117.862734,Female,No,Yes,No,60,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),80.6,4946.7,No,0,52,5667,Don't know,7043,4,,82.445,Medium,4946.7
6859-QNXIQ,1,United States,California,Costa Mesa,"33.678591, -117.905471",33.678591,-117.905471,Female,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),113.1,8248.5,No,0,23,5308,Don't know,7043,8,,114.5625,Low,8248.5
2782-LFZVW,1,United States,California,Costa Mesa,"33.645672, -117.922613",33.645672,-117.922613,Female,No,No,No,11,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,58.95,601.6,No,0,21,3880,Don't know,7043,8,,54.690909090909095,Low,601.6
2866-IKBTM,1,United States,California,Dana Point,"33.477923, -117.705314",33.477923,-117.705314,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.55,19.55,No,0,80,3968,Don't know,7043,4,,19.55,High,19.55
7129-AZJDE,1,United States,California,Huntington Beach,"33.723579, -118.005441",33.723579,-118.005441,Male,No,Yes,Yes,34,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),78.95,2647.2,No,0,43,2074,Don't know,7043,16,,77.85882352941177,Medium,2647.2
2560-PPCHE,1,United States,California,Huntington Beach,"33.721917, -118.043237",33.721917,-118.043237,Female,No,No,No,65,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),105.05,6744.25,No,0,73,5742,Don't know,7043,16,,103.75769230769231,High,6744.25
4676-MQUEA,1,United States,California,Laguna Beach,"33.570023, -117.773669",33.570023,-117.773669,Male,Yes,Yes,No,50,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),101.9,5265.5,No,0,25,4184,Don't know,7043,4,,105.31,Low,5265.5
8138-EALND,1,United States,California,Laguna Hills,"33.606899, -117.717854",33.606899,-117.717854,Male,No,No,No,15,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,19.75,311.6,No,0,29,4123,Don't know,7043,4,,20.773333333333333,Low,311.6
3580-HYCSP,1,United States,California,Midway City,"33.744439, -117.98588",33.744439,-117.98588,Male,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,Two year,Yes,Bank transfer (automatic),110.3,7966.9,No,0,73,5780,Don't know,7043,4,,110.65138888888889,High,7966.9
1352-HNSAW,1,United States,California,Aliso Viejo,"33.571259, -117.731917",33.571259,-117.731917,Female,No,Yes,Yes,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Bank transfer (automatic),115.6,8220.4,No,0,65,5633,Don't know,7043,4,,114.17222222222222,Medium,8220.4
2075-PUEPR,1,United States,California,Newport Coast,"33.603282, -117.821841",33.603282,-117.821841,Male,No,Yes,Yes,55,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Bank transfer (automatic),19.35,1153.25,No,0,49,5248,Don't know,7043,4,,20.96818181818182,Medium,1153.25
1982-FEBTD,1,United States,California,Newport Beach,"33.634626, -117.874882",33.634626,-117.874882,Female,No,Yes,Yes,23,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),25.6,514.75,No,0,78,5939,Don't know,7043,16,,22.380434782608695,High,514.75
5791-KAJFD,1,United States,California,Newport Beach,"33.606336, -117.893042",33.606336,-117.893042,Female,No,Yes,No,56,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Bank transfer (automatic),68.75,3808.0,No,0,64,6198,Don't know,7043,16,,68.0,Medium,3808.0
2654-VBVPB,1,United States,California,Newport Beach,"33.62251, -117.927024",33.62251,-117.927024,Female,No,No,No,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),19.9,19.9,No,0,49,2010,Don't know,7043,16,,19.9,Medium,19.9
1154-HYWWO,1,United States,California,San Clemente,"33.429488, -117.609432",33.429488,-117.609432,Male,No,No,No,38,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,One year,No,Mailed check,70.6,2708.2,No,0,67,4993,Don't know,7043,8,,71.26842105263158,Medium,2708.2
2501-XWWTZ,1,United States,California,San Clemente,"33.4725, -117.584273",33.4725,-117.584273,Male,No,No,No,11,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.2,760.05,No,0,34,2535,Don't know,7043,8,,69.09545454545454,Low,760.05
3716-UVSPD,1,United States,California,San Juan Capistrano,"33.521447, -117.602555",33.521447,-117.602555,Male,No,No,No,1,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,Electronic check,49.3,49.3,No,0,45,4209,Don't know,7043,4,,49.3,Medium,49.3
6815-ABQFQ,1,United States,California,Silverado,"33.782346, -117.635263",33.782346,-117.635263,Male,No,Yes,No,56,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes,One year,Yes,Electronic check,107.25,6033.3,No,0,70,5800,Don't know,7043,4,,107.7375,Medium,6033.3
7343-EOBEU,1,United States,California,Laguna Niguel,"33.529047, -117.701175",33.529047,-117.701175,Male,No,Yes,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,23.6,89.05,No,0,27,5587,Don't know,7043,4,,29.683333333333334,Low,89.05
3701-SFMUH,1,United States,California,Trabuco Canyon,"33.631119, -117.567346",33.631119,-117.567346,Male,No,Yes,Yes,7,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),69.7,516.15,No,0,50,4326,Don't know,7043,4,,73.73571428571428,Medium,516.15
6103-LIANB,1,United States,California,Westminster,"33.752591, -117.993661",33.752591,-117.993661,Male,No,Yes,Yes,59,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Credit card (automatic),99.5,5861.75,No,0,35,4583,Don't know,7043,4,,99.35169491525424,Low,5861.75
7319-VENRZ,1,United States,California,Rancho Santa Margarita,"33.624654, -117.611733",33.624654,-117.611733,Male,No,No,No,7,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer (automatic),64.3,445.95,No,0,40,4010,Don't know,7043,4,,63.707142857142856,Low,445.95
5846-NEQVZ,1,United States,California,Mission Viejo,"33.611945, -117.665867",33.611945,-117.665867,Male,No,Yes,No,71,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Two year,Yes,Credit card (automatic),70.85,4973.4,No,0,25,5328,Don't know,7043,8,,70.04788732394366,Low,4973.4
6967-QIQRV,1,United States,California,Mission Viejo,"33.60693, -117.644253",33.60693,-117.644253,Male,No,Yes,Yes,15,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,One year,No,Electronic check,101.9,1667.25,No,0,28,3707,Don't know,7043,8,,111.15,Low,1667.25
5781-RFZRP,1,United States,California,Ladera Ranch,"33.569186, -117.640055",33.569186,-117.640055,Male,No,Yes,No,71,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No,Two year,No,Credit card (automatic),73.5,5357.75,No,0,31,5431,Don't know,7043,4,,75.46126760563381,Low,5357.75
0308-IVGOK,1,United States,California,Santa Ana,"33.748635, -117.906125",33.748635,-117.906125,Female,No,No,No,11,No,No phone service,DSL,No,Yes,Yes,Yes,No,No,One year,Yes,Credit card (automatic),40.4,422.6,No,0,62,2133,Don't know,7043,24,,38.41818181818182,Medium,422.6
7293-LSCDV,1,United States,California,Santa Ana,"33.719869, -117.907063",33.719869,-117.907063,Female,No,Yes,Yes,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),19.25,1103.25,No,0,52,6134,Don't know,7043,24,,18.3875,Medium,1103.25
7025-WCBNE,1,United States,California,Santa Ana,"33.766004, -117.786763",33.766004,-117.786763,Male,Yes,No,No,47,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Two year,No,Bank transfer (automatic),59.6,2754.0,No,0,33,3155,Don't know,7043,24,,58.59574468085106,Low,2754.0
5756-JYOJT,1,United States,California,Santa Ana,"33.765893, -117.881533",33.765893,-117.881533,Female,No,No,No,11,Yes,No,DSL,No,No,Yes,Yes,No,Yes,One year,No,Credit card (automatic),64.9,697.25,No,0,49,3206,Don't know,7043,24,,63.38636363636363,Medium,697.25
6030-REHUX,1,United States,California,Fountain Valley,"33.712036, -117.950113",33.712036,-117.950113,Female,Yes,Yes,No,28,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,110.85,3204.4,No,0,58,3906,Don't know,7043,4,,114.44285714285715,Medium,3204.4
9548-LIGTA,1,United States,California,Tustin,"33.735802, -117.818805",33.735802,-117.818805,Male,No,Yes,No,61,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Two year,Yes,Mailed check,81.05,4747.65,No,0,20,4072,Don't know,7043,8,,77.83032786885245,Low,4747.65
5150-LJNSR,1,United States,California,Tustin,"33.738543, -117.785046",33.738543,-117.785046,Male,No,Yes,Yes,31,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,One year,No,Bank transfer (automatic),98.05,3082.1,No,0,80,4524,Don't know,7043,8,,99.42258064516129,High,3082.1
8270-RKSAP,1,United States,California,Anaheim,"33.844983, -117.952151",33.844983,-117.952151,Male,No,No,No,9,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,70.5,597.9,No,0,37,3198,Don't know,7043,28,,66.43333333333334,Low,597.9
6522-YRBXD,1,United States,California,Anaheim,"33.807864, -117.923782",33.807864,-117.923782,Male,Yes,Yes,No,35,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,94.55,3365.4,No,0,69,2631,Don't know,7043,28,,96.15428571428572,Medium,3365.4
2640-LYMOV,1,United States,California,Anaheim,"33.818, -117.974404",33.818,-117.974404,Male,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.65,38.8,No,0,65,3007,Don't know,7043,28,,19.4,Medium,38.8
1423-BMPBQ,1,United States,California,Anaheim,"33.850452, -117.726668",33.850452,-117.726668,Female,No,Yes,Yes,1,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,19.0,19.0,No,0,44,2400,Don't know,7043,28,,19.0,Medium,19.0
2393-DIVAI,1,United States,California,Brea,"33.930199, -117.862898",33.930199,-117.862898,Female,No,No,No,3,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,20.0,61.7,No,0,21,5575,Don't know,7043,8,,20.566666666666666,Low,61.7
4568-KNYWR,1,United States,California,Fullerton,"33.879983, -117.895482",33.879983,-117.895482,Male,No,No,No,52,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Two year,Yes,Credit card (automatic),63.25,3342.45,No,0,43,6471,Don't know,7043,16,,64.27788461538461,Medium,3342.45
8752-IMQOS,1,United States,California,Fullerton,"33.868316, -117.929029",33.868316,-117.929029,Male,No,Yes,No,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,20.1,85.1,No,0,42,2894,Don't know,7043,16,,17.02,Medium,85.1
0742-LAFQK,1,United States,California,Fullerton,"33.877639, -117.961212",33.877639,-117.961212,Male,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes,Two year,Yes,Electronic check,99.15,7422.1,No,0,46,5152,Don't know,7043,16,,103.08472222222223,Medium,7422.1
0795-LAFGP,1,United States,California,Fullerton,"33.902211, -117.914922",33.902211,-117.914922,Male,No,Yes,No,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,90.4,6668.05,No,0,40,5633,Don't know,7043,16,,93.91619718309859,Low,6668.05
0619-OLYUR,1,United States,California,Garden Grove,"33.787165, -117.931889",33.787165,-117.931889,Male,No,Yes,No,72,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),111.9,8071.05,No,0,80,6437,Don't know,7043,20,,112.09791666666666,High,8071.05
5512-IDZEI,1,United States,California,Garden Grove,"33.786738, -117.982564",33.786738,-117.982564,Male,No,Yes,No,46,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,24.9,1174.8,No,0,41,2026,Don't know,7043,20,,25.539130434782606,Medium,1174.8
0459-SPZHJ,1,United States,California,Garden Grove,"33.764018, -117.931507",33.764018,-117.931507,Male,No,Yes,No,63,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Two year,No,Credit card (automatic),83.5,5435.0,No,0,75,4652,Don't know,7043,20,,86.26984126984127,High,5435.0
0215-BQKGS,1,United States,California,Garden Grove,"33.766476, -117.969795",33.766476,-117.969795,Male,No,No,No,30,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card (automatic),84.3,2438.6,No,0,66,5393,Don't know,7043,20,,81.28666666666666,Medium,2438.6
9244-ZVAPM,1,United States,California,Garden Grove,"33.782955, -118.026456",33.782955,-118.026456,Male,No,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,Mailed check,45.6,45.6,No,0,50,2352,Don't know,7043,20,,45.6,Medium,45.6
8208-EUMTE,1,United States,California,Villa Park,"33.817473, -117.810462",33.817473,-117.810462,Male,No,No,No,16,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No,Two year,No,Mailed check,54.85,916.15,No,0,40,2136,Don't know,7043,4,,57.259375,Low,916.15
5172-MIGPM,1,United States,California,Orange,"33.828779, -117.848299",33.828779,-117.848299,Male,No,No,No,4,Yes,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Mailed check,65.55,237.2,No,0,46,5707,Don't know,7043,20,,59.3,Medium,237.2
1710-RCXUS,1,United States,California,Orange,"33.784597, -117.844535",33.784597,-117.844535,Male,No,Yes,No,51,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Credit card (automatic),90.35,4614.55,No,0,26,4965,Don't know,7043,20,,90.48137254901961,Low,4614.55
0374-FIUCA,1,United States,California,Orange,"33.81859, -117.821288",33.81859,-117.821288,Male,No,Yes,No,65,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),20.4,1414.45,No,0,80,5368,Don't know,7043,20,,21.76076923076923,High,1414.45
5839-SUYVZ,1,United States,California,Orange,"33.787796, -117.875928",33.787796,-117.875928,Male,No,No,No,16,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),74.55,1170.5,No,0,70,2893,Don't know,7043,20,,73.15625,Medium,1170.5
5173-ZXXXL,1,United States,California,Orange,"33.792791, -117.789749",33.792791,-117.789749,Male,No,No,No,2,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,19.95,47.7,No,0,61,3488,Don't know,7043,20,,23.85,Medium,47.7
1096-ADRUX,1,United States,California,Placentia,"33.881158, -117.854783",33.881158,-117.854783,Female,No,Yes,Yes,66,Yes,Yes,Fiber optic,No,No,No,No,No,No,One year,Yes,Bank transfer (automatic),74.25,4859.25,No,0,45,4395,Don't know,7043,4,,73.625,Medium,4859.25
2001-MCUUW,1,United States,California,Corona,"33.893823, -117.531446",33.893823,-117.531446,Male,No,No,No,46,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Two year,No,Electronic check,108.65,4903.2,No,0,25,4210,Don't know,7043,20,,106.59130434782608,Low,4903.2
2731-GJRDG,1,United States,California,Corona,"33.918043, -117.617809",33.918043,-117.617809,Female,No,No,No,32,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer (automatic),109.55,3608.0,No,0,72,5076,Don't know,7043,20,,112.75,High,3608.0
